Czas,Mowca,Tekst
"05:55","Mowca 3","audycie on musi być No dobra, ale jak już mówimy o tych umywarkach, no to właśnie przy tym BER-ce fizycznie, bo papierowo sobie to ogarniemy, ale fizycznie to jakie inwestycje takie będą musiały być na pewno zrobione, bo umywarki bezdotykowe na pewno..."
"06:10","Mowca 1","Ale na produkcji są bezdotykowe."
"06:12","Mowca 2","Ale to wie Pan, jest definicja też umywarki bezdotykowe."
"06:16","Mowca 3","Ale ja dałem przykład, ale z takich na pewno jak się rzuca u nas zakład w oczy, no to co takiego fizycznego będzie trzeba na pewno dokupić, wyposażyć,"
"06:25","Mowca 1","Trudno nam będzie dzisiaj."
"06:27","Mowca 3","Jedna sześć powiedziała, że musimy mieć oznakowane noże, tak?"
"06:33","Mowca 3","Była taka firma, która..."
"06:34","Mowca 2","No tak, noże się oznakuje, bo jest proces zarządzania noży."
"06:39","Mowca 2","Każdy noż powinien być oznakowany, bierze się grawera, rysuje się na przykład dział ten ma noże w kolorze żółtym, na dziale jest 25 noży."
"06:50","Mowca 2","I te noże są oznaczone od 1 do 25."
"06:52","Mowca 2","Jeśli jeden nóż ulegnie uszkodzeniu, to ten nóż się wymienia i w tym miejscu się prowadza inną liczbą."
"07:01","Mowca 0","No i co jeszcze?"
"07:02","Mowca 0","To będą plastry, tak?"
"07:04","Mowca 2","No plastretu apteczkiem powiedziałbym bardziej, że stylizatory noży się przywiązuje."
"07:08","Mowca 2","Uwaga, żeby były sprawne."
"07:10","Mowca 2","W tych stylizatorach, żeby te noże były przechowywane."
"07:15","Mowca 2","Żeby muszą być zasobniki na maseczki jednorazowe, ręczniki, żeby to były takie zasobniki."
"07:21","Mowca 2","Żeby były śluzy porobione z możliwością przejścia, umycia rąk, umycia butów."
"07:27","Mowca 2","To jest w zasadzie takie standardowe wyposażenie, które jest w zakładach."
"07:34","Mowca 2","Bardziej chodzi nam o kwestie techniczne, jak będziemy przechodzić."
"07:38","Mowca 2","Macie na przykład lampy."
"07:40","Mowca 2","I lampy, zawsze jest taki problem w zakładach, mają starego typu, mają zatrzaski otwierane, one się mogą urwać."
"07:47","Mowca 2","Każdy audytor zwraca na to uwagę."
"07:49","Mowca 2","Więc lampy, jeśli wymieniamy, to wymieniamy na lampy LED-owe, zwykłe, ale ja powiem jakie."
"07:54","Mowca 2","50-60 zł, można nawet na Allegro kupić."
"07:57","Mowca 2","Ta lampa jest monolitem, nie ma na niej żadnej części odpryskowej, od, od, ten można ją wiązać, wyginać."
"08:03","Mowca 0","Chodzi o te kawałki tworzywa, nie?"
"08:04","Mowca 3","Tak."
"08:04","Mowca 2","I ona się, jest przykręcona, że śruba jest pod lampy, nie ma żadnej śruby, nie ma elementu, które mogą się od tej lampy oderwać, tak?"
"08:12","Mowca 2","Na to bardzo audytor zwraca uwagę, tak?"
"08:16","Mowca 2","W firmie jednej byłem, oni się martwili, no bo lampy, jak wymienić lampy?"
"08:20","Mowca 2","No lampa kosztuje taka 50 złotych, ledowa."
"08:23","Mowca 2","I tak jak się lampy wymienia, to i tak się wymienia na ledowe."
"08:26","Mowca 2","Czyli tam, gdzie gdzieś są strefy, gdzie przechodzi produkt, czy jest pakowanie nad stołem roboczym, no to takie lampy i na pewno będzie trzeba zobaczyć, jak wygląda dojście prądu do tej lampy jeśli jest kabel puszczony po suficie to trzeba go włożyć np."
"08:42","Mowca 2","w rurkę typu zielonka z montażem plastikowym gdzie śruba jest skręcana od spodu a tu jest wciskana rurka i rurka przykrywa śrubę śruba nie ma możliwości wypadnięcia audytor idzie, nie ma śruby kabel jest w rurce okrągłej jest możliwość mycia jest idealnie, jest dobrze ja te wszystkie uwagi, spostrzeżenia techniczne powiem bo Tu nie o to chodzi, tak jak w jednej firmie byliśmy, że szykowali się do audytu."
"09:10","Mowca 2","Ja przyjeżdżam, a mi szef mówi, no półtora miliona weszło i niewiele co widać."
"09:15","Mowca 2","Ja tam wychodzę, a tam jest tak, pakowania, supit cały zrobiony z kwasówki, rurki idą z kwasówki, w rurkach w kwasówki idą włożone dopiero przewody, lampy są kupione po 1300 zł za sztukę hermetyczną jak na sali operacyjnej."
"09:31","Mowca 2","Ja mówię, panie, zwykła płyta warstwowa, która by nie była skorodowana, przewód elektryczny włożony w plastikową lubkę zielonka, który nie koroduje, przykryty i masz pan, ten audyt przejdzie."
"09:42","Mowca 2","Dalszą część, drugą pakowanie zrobili w moim stylu, audytor przeszedł na audycie, nie powiedział ani słowa."
"09:49","Mowca 2","Powiedział tak bardzo ładnie, wszystkie wymogi, wszystko jest zachowane."
"09:52","Mowca 2","Można zrobić za 600 tysięcy, a można zrobić za 30 tysięcy."
"09:57","Mowca 2","Wybór należy od was."
"09:59","Mowca 2","Ja podpowiem rozwiązania, tak?"
"10:00","Mowca 3","Okej, okej."
"10:02","Mowca 3","Jeżeli chodzi o te obsługę miesięczną, to od kiedy już ona jest naliczana?"
"10:09","Mowca 2","Obsługę miesięczną, to zrobimy, zrobimy Państwu dokumentację projektu, zrobimy dokumentację BRC."
"10:16","Mowca 2","Pani Justyna, prace na zakładzie będą dobiegały końca."
"10:20","Mowca 2","Pani Justyna powie, dobra, ja chcę tu już wdrażać, to wtedy się na przykład umawiamy, że startujemy z obsługą miesięczną."
"10:27","Mowca 2","Bo wtedy robimy szkolenia pracowników, wdrażamy..."
"10:30","Mowca 2","Musi być projekt, system jakości opracowany, żebyśmy mieli co wdrażać, tak?"
"10:35","Mowca 3","Bo to dwa razy w miesiącu wtedy, tak?"
"10:37","Mowca 2","Na przykład, zakładamy, że przyjeżdżamy dwa razy w miesiącu, mamy ustalony plan działań, jakiś"
"10:42","Mowca 3","harmonował..."
"10:43","Mowca 3","Jaki to jest właśnie, tak mniej więcej, co wtedy robicie, tak?"
"10:47","Mowca 1","Tak jak jest norma WRC, ma tam ileś set punktów, to tak jak w czasie audytu, audytor każdy punkt sprawdza, to my opracowujemy taką czeklistę i każdy punkt po kolei wdrażamy w drzecie, tak?"
"10:59","Mowca 1","I to od Państwa zależy, jak szybko będzie to wdrożone."
"11:02","Mowca 3","No dajmy jakieś przykłady na przykład."
"11:04","Mowca 2","Pani Justyna ma do ściągnięcia od wszystkich dostawców, trzeba wysłać do każdego dostawcy formularz samooceny."
"11:11","Mowca 2","Formularze samooceny wszystkie my opracowujemy sami, Dajemy pani Justynie."
"11:16","Mowca 2","Pani Justyna musi je odesłać i musi nam je odesłać podpisane przez dostawców, tak?"
"11:23","Mowca 2","Jak je ściągnie w tydzień, Ale my"
"11:29","Mowca 0","będziemy działać tutaj działami, tak?"
"11:32","Mowca 0","No właśnie, tak."
"11:33","Mowca 0","Żywiec i żywiec ściąga, tak?"
"11:35","Mowca 2","Powiemy jak to, co już tam..."
"11:37","Mowca 2","No tak, ja daję takie przykłady."
"11:37","Mowca 1","Chodzi o to, że każdy punkt będzie miał przynależeć jakiejś osobie."
"11:40","Mowca 1","Osoba będzie za to odpowiedzialna, tak?"
"11:42","Mowca 2","Ja mówię, że muszę zrobić szkolenie wszystkich pracowników i robię w jeden dzień."
"11:47","Mowca 2","No bo to też, żeby nie szarpać, to ja chcę zrobić dobrą praktykę produkcyjną, higieniczną, zagrożenia chemiczne, fizyczne i mikrobiologiczne i chcę zrobić food defense."
"11:56","Mowca 2","I teraz ja się pytam Pani Justyno, jak my możemy zrobić, czy na przykład po pracy, czy przed pracą, jak to rozłożyć?"
"12:03","Mowca 2","Jeśli Pani Justyna zadzwoni do mnie i powie mi, za tydzień, piątek proszę o 16, czy 17, czy 18 przyjechać i robimy dwie godziny szkolenia dla tych ludzi, to ja przyjeżdżam, to szkolenia realizuję."
"12:16","Mowca 2","Jak wy mówicie, że nie możecie, bo ten i trzy tygodnie nie możecie ustalić terminu, no to szkolenia leżą, tak?"
"12:22","Mowca 2","No bo ja nie wjadę na siłę i nie zrobię, tak?"
"12:25","Mowca 2","Ja chcę zrobić, a wy musicie dograć."
"12:27","Mowca 2","Jak powiecie, że trzeba o 5.20 przyjechać, to przyjadę."
"12:30","Mowca 2","Nie ma sprawy, bo ja chcę to wykonać."
"12:33","Mowca 2","Także to zależy od nas."
"12:34","Mowca 2","Dalej, będzie opracowany system, będzie opracowany system śledzenia wewnętrznego do identyfikowalności."
"12:43","Mowca 2","Marta przyjedzie, mówi tak, dzisiaj robimy test identyfikowalności, do wycofania, tak?"
"12:48","Mowca 2","Do testu będzie potrzebny na przykład szef przyjęcia żywca, pani Justyna i szef jakiegoś działu."
"12:54","Mowca 2","Te osoby muszą być, my przyjeżdżamy, na podstawie atestu specyfikacji, Marta z zespołem całym robią przez 2,5 godziny taki test, tak?"
"13:03","Mowca 2","No ale jeśli nie będzie tego człowieka, nie będzie tego człowieka, nie będzie tego, no to my przyjedziemy, go nie wykonamy."
"13:09","Mowca 2","Ale jeśli ci ludzie będą, to my go dowykonamy."
"13:12","Mowca 2","I sytuacje są takie, że mamy firmy, gdzie firma się potrafi w mniejszym czasie sprężyć to zrobione, dokumenty wyprowadzone, no mamy drugą firmę, zajęło mi to dwa miesiące."
"13:26","Mowca 2","My to rozumiemy, okej, nie ma sprawy."
"13:28","Mowca 2","No ale jak my mamy taką firmę, że sześć miesięcy jeździmy i ja mam dokumenty zrobione, to jest ładny zakład, to ja naprawdę idę do zarządu, ja mówię, słuchajcie, mówię, Ja nie mam czasu, żeby więcej do was jeździć."
"13:43","Mowca 2","Mówię, wy nie dość tego płacicie nam miesięczną kasę, natomiast ja przyjeżdżam, te spotkania są nieefektywne, no bo jeśli dziewczyna, kierownik produkcji w miesiąc czasu ma 10 składników do produkcji, które używać, przecież w miesiąc czasu ona nie jest w stanie ściągnąć atestu specyfikacji, która powinna dostawać przy każdej dostawie, no to ja..."
"14:03","Mowca 2","Jeden dzień, proszę Pana."
"14:04","Mowca 2","Ale Pani by wzięła telefon i powiedziała, Panie, albo ja to będę miała za godzinę, albo Pan więcej tu nic nie przywoży, się Pan mi nie pokazuje."
"14:12","Mowca 2","I to za godzinę by było."
"14:13","Mowca 2","A tam siedzi dziewczyna, no ona nie wie, bo ona ten..."
"14:17","Mowca 2","Bo ciągle oni"
"14:17","Mowca 3","ją przekładają, tam ten..."
"14:19","Mowca 2","No to ludzie, no to gdzie my jesteśmy?"
"14:20","Mowca 1","Nie, no bo ludzie też mają swoje obowiązki, tak, pracy i jeśli..."
"14:24","Mowca 1","Jeśli my będziemy mieli te zasoby ludzi, tak?"
"14:28","Mowca 2","Jest sytuacja, że trzeba, żeby w zakładzie był system monitorowania temperatur, tak?"
"14:33","Mowca 2","I szczytywany, zapisywany elektronicznie."
"14:36","Mowca 2","I teraz ja jestem na spotkaniu w firmie A, gdzie ja robię projekt technologiczny."
"14:42","Mowca 2","Ja robię projekt technologiczny na rozbudowę, przyjeżdżam za dwa miesiące i 700 metrów kwadratowych zakładu stoi dobudowane, wykończone i dzwoni człowiek, mówi pan by przyjechał, bo przyjedzie ta pani doktor, pan by mi przeprowadził tą kontrolę razem z nią, bo pan umie rozmawiać."
"14:59","Mowca 2","No nie ma problemu, to jest mój klient."
"15:01","Mowca 2","Ja przywożę weterynarię, organizuję cały odbiór zakładu."
"15:04","Mowca 2","Ja tam chodzę, ja mam zakład zrobiony na tip-top."
"15:08","Mowca 2","Ja mówię mu, no rzeczywiście pan zapomniał zrobić ten system monitorowania temperatury w chłodniach, tak?"
"15:16","Mowca 2","Że wchodzi pan, patrzy pan na komputerze, że tydzień temu o 12 była taka temperatura, tak?"
"15:23","Mowca 2","i dzwoni do mnie facet za 4 dni i mówi już jest zrobione bo przyjechała firma Testo wrzucili bezprzewodowe czujki na Wi-Fi informatyk postawił Wi-Fi mam taki komputer postawiony archiwizuje mi przez rok jest zrobione a ja jestem w drugiej dużej firmie gdzie oni mają kable na ścianach wypuszczone, serwerownie, ja im daję tam 3 czy 4 firmy, można sobie zrobić rozwiązanie za 5 tysięcy, można za 80 tysięcy, ale mówię słuchajcie, no są czujki na gifi bezprzewodowe, mówię jak wy macie elektryków, elektroników na firmie, to niech pan ściągnie z internetu, pan ma elektryka, elektronika na firmie, niech to założy i oni 3 miesiące system zakładają."
"16:04","Mowca 3","No nie."
"16:05","Mowca 2","I oni wchodzą w internet i ten cały system kosztuje 3,5 tysiąca złotych."
"16:10","Mowca 2","Te wszystkie czujniki tam ich kosztowały."
"16:12","Mowca 2","I oni 3 miesiące nie potrafią tego założyć."
"16:15","Mowca 2","No to ja nie jestem w stanie."
"16:16","Mowca 2","To zależy od was."
"16:19","Mowca 2","Dlatego my się tak umawiamy, że zrobimy dokumenty."
"16:23","Mowca 2","Pani Justyna się tu trochę ogarnia, my dzwonimy jak?"
"16:26","Mowca 2","Zaczynamy usługę?"
"16:27","Mowca 2","Zaczynamy."
"16:28","Mowca 2","To podpisujemy umowę, sprężymy się miesiąc, sprężymy się dwa, no bo my też musimy iść dalej, tak?"
"16:35","Mowca 2","A my też nam zależy, że zorganizujemy audytora, żeby przyjechał, żeby zrobił certyfikat, żebyście dostali certyfikat."
"16:42","Mowca 2","Potem macie certyfikat, bardzo proszę, macie jakiś audyt sieciowy czy coś, nie wiecie, czy sobie poradzicie, czy coś, dzwoni Pani Justyna, Panie Wojtku, chcielibyśmy tu zrobić, żebyście nam zrobili taką usługę, za dwa tygodnie mamy audyt, przyjedźcie tą dokumentację, przejrzyjcie, wyprowadźcie i reprezentujcie nas podczas tego audytu z Lidla."
"17:05","Mowca 2","No nie ma żadnego problemu."
"17:06","Mowca 2","Robiliśmy zakład, znamy zakład, przyjedziemy, dogadamy się, usługa, robimy i działamy."
"17:13","Mowca 2","Nie ma żadnego problemu."
"17:15","Mowca 2","Za rok, miesiąc przed audytem Pani Justyna zadzwoni, no tam będziemy mieli certyfikację, to my przyjedziemy, zakład przygotujemy, dokumenty przygotujemy i na audyt certyfikujący cały też przeprowadzimy, tak?"
"17:27","Mowca 2","Wy możecie powiedzieć, że nie chcecie, że Pani Justyna sama zrobi, no to nie."
"17:30","Mowca 2","Ale jak na przykład będziecie oczekiwali, żeby była potrzebna nasza pomoc za rok, dzwonicie i umawiamy się, że miesiąc czasu wcześniej wchodzimy, szykujemy wszystko, prowadzimy audyt, nie ma problemu."
"17:41","Mowca 3","Okej."
"17:43","Mowca 3","Szukam tu jeszcze jednej rzeczy, kiedyś sobie to spisałem."
"17:48","Mowca 3","A zanim będę szukał, to dwie, trzy osoby przyjeżdżają, tak jak wcześniej mówiliśmy."
"17:53","Mowca 2","Tak, nie więcej, nie, nie, nie."
"17:54","Mowca 2","To maksymalnie, bo jeśli coś, to my w trójkę przyjeżdżamy, albo we dwójkę."
"17:58","Mowca 3","A ile trwa ten audyt?"
"18:01","Mowca 2","Ale certyfikujący?"
"18:02","Mowca 3","Tak."
"18:03","Mowca 2","Dwa dni."
"18:04","Mowca 3","Dwa dni."
"18:05","Mowca 2","Dwa dni."
"18:06","Mowca 3","Dużo Wam się zdarzało, że dużo filmów za pierwszym razem nie dostaje?"
"18:09","Mowca 2","Jeszcze nam się..."
"18:11","Mowca 2","Te firmy, które my żeśmy szykowaliśmy..."
"18:13","Mowca 2","Gdzie my opracowywaliśmy..."
"18:14","Mowca 2","To jeszcze nigdy takiej sytuacji nie było."
"18:19","Mowca 2","Mieliśmy taką sytuację, że z grupy naszych audytorów pochorowała się audytorka i zaproponowała, że przyjedzie koleżanka, która za nią ją zastąpi, która jest bardzo miła i bardzo sympatyczna."
"18:36","Mowca 2","No i przyjechała, no i rzeczywiście była bardzo miła i bardzo sympatyczna i weszła na produkcję i się kładła na podłodze i chusteczkami wycierała maszyny od dołu i tłumaczyła ludziom, że od dołu te maszyny to są jednak nieumyte, nie są jednak czyste."
"18:50","Mowca 2","Po czym się lampę zobaczyła, to chciała na drabinę wchodzić i lampę rozkładać."
"18:55","Mowca 2","No więc bardzo miła, bardzo sympatyczna pani, ale ja już numeru telefonu do niej nie mam, bo możemy się na kawę spotkać, ale nie na audycie, tak?"
"19:02","Mowca 2","Dieta, tak?"
"19:04","Mowca 2","Skończyło się wszystko dobrze, no ale no, wiecie, no są ludzie i są ludziska, tak?"
"19:12","Mowca 3","Okej."
"19:15","Mowca 0","A jak jest z otoczeniem zakładu?"
"19:19","Mowca 2","Robimy na audycie przejście."
"19:23","Mowca 2","Ja też, no generalnie my wszystko powiemy, jak przygotować zakład, no musi być posprzątane, musi być dobra firma od dezinsekcji, od deratyzacji i musi być przygotowana dokumentacja od dezinsekcji, deratyzacji, bo my tej dokumentacji nie robimy, tylko robi zewnętrzna firma."
"19:39","Mowca 2","Musi być przed audytem, przed samym audytem wykonana ocena biologa terenowego."
"19:44","Mowca 2","Mamy w zespole biologów, powiemy, on przyjedzie, wykona taką taki audyt zewnętrzny i on w tym audycie napisze jakie są braki, czy niedomagania w dokumentacji DDD i co trzeba poprawić, uzupełnić w dokumentacji DDD."
"20:00","Mowca 2","I do audytu certyfikującego musi być ważna taka ocena biologa terenowego."
"20:05","Mowca 2","Mamy takich ludzi, powiemy..."
"20:07","Mowca 2","Na miarę można wejść."
"20:08","Mowca 3","Na miarę mamy."
"20:09","Mowca 2","Dogadacie się, przyjadą, zrobią, tak."
"20:12","Mowca 2","Okej."
"20:15","Mowca 3","Już."
"20:18","Mowca 3","Tak miałem jeszcze inny plik z tymi pytaniami, bo ja się tam czekoladę wywołam, bo chyba go nie zgrałem z domu."
"20:32","Mowca 2","Tuż u Państwa widać, że to pójdzie wszystko w dobrą stronę, bo widać Państwa zaangażowanie w tą jakość, w ten system i my już siedząc na tym spotkaniu, to już się domyślałem, że jeśli dojdzie do współpracy, to to będzie tak, że nie będzie to tak jak gdzieś, że my coś mówimy, to się odbija o ścianę i ktoś wychodzi i mówi Nie wiem, ja nie wiem, ja nie wiem, bo nie wiedzą nawet ludzie co chcą."
"20:58","Mowca 2","Tylko u Państwa jest stront, tak wygląda, że ja wiem, że jak przyjadę, rozwysuję coś, pokażę, że jest problem, to my to wszystko szybko uzgodnimy, to szybko zrobimy."
"21:06","Mowca 2","Bo widać po prostu wasze zaangażowanie i chęć zrobienia tego."
"21:11","Mowca 3","No, a ile nas kosztuje roczne utrzymanie tego BRC jakbyśmy dostali?"
"21:17","Mowca 2","Nie, no certyfikat, certyfikaty, certyfikat, wydanie certyfikatu, to jak zepniemy system, bo my musimy pokazać ile mamy linii technologicznych, ile ocen ryzyka i na podstawie tego jednostka wycenia, no to są wyceny tak, są od 7 tysięcy do nawet 14, do 15, ale no myślę, że jest szansa, że około 10 koło dziesięciu tysięcy to spokojnie się z nami pójdzie."
"21:42","Mowca 1","Ten roczny audyt z firmy."
"21:44","Mowca 3","No dobra, no i teraz takie bezpośrednie pytanie zadam, no bo chodzi o to, że no na razie handlujemy sobie tak na tym wolnym rynku, którzy tego nie wymagają, tak?"
"21:54","Mowca 3","Jeszcze nie szukałem tych klientów, którzy wymagają tego BRC, ale na pewno oni się odezwą, niedługo nasi odbiorcy, ale tak szukam tych plusów tego BRC, żeby na 100% wiedzieć, że ten no to na pewno otwiera sieci."
"22:08","Mowca 3","Nie tylko sieci, bo..."
"22:09","Mowca 3","Chodzi o to, żeby trochę mnie przekazać do tego BRC, bo jednak to jest wydanie dużej ilości kasy na coś, na co my może się otworzymy na te sieci, bo nie wiadomo jakie te kontrakty z sieciami będą opłacalne czy nieopłacalne."
"22:22","Mowca 2","To nie są tylko kontrakty z sieciami, bo powstaje..."
"22:24","Mowca 3","No właśnie, bo chciałbym wysłuchać wasze..."
"22:26","Mowca 3","Jakie plusy są takie?"
"22:28","Mowca 2","Powstaje tak, słuchajcie, my przygotowujemy, no generalnie w tym roku jest masa klientów do certyfikacji i prosta rzecz, Robimy zakłady, które robią żywność gotową, tak?"
"22:40","Mowca 2","Czyli robią żywność taką garmażeliną gotową do podgrzania."
"22:44","Mowca 2","Wdrażamy tam BRC."
"22:46","Mowca 2","Drogiu idzie masę tam."
"22:48","Mowca 2","Masę idzie."
"22:49","Mowca 2","I do pierogów, i do dań gotowych."
"22:51","Mowca 2","No to są ilości masowe."
"22:53","Mowca 2","I to jest powsta rzecz."
"22:54","Mowca 2","Pan jest dostawcą drogi."
"22:56","Mowca 2","Dzwonimy do pana i pierwsze pytanie jest takie, czy ma pan certyfikację GFSI."
"23:02","Mowca 2","czyli PRC i IFS."
"23:04","Mowca 2","Jeśli pan ma, to przesyła na pana."
"23:07","Mowca 2","Audyt, jest Pan naszym dostawcą, jest super, nie ma problemu."
"23:11","Mowca 2","Jeśli Pan nie ma certyfikatu, to już zaczynają się schody, bo my Panu przesyłamy formułę samooceny, musi Pan przysłać nam udokumentowane testy identyfikowalności, musi nam Pan przysłać."
"23:24","Mowca 2","Jeśli podczas audytu, audytorka zażyczy sobie, żeby, bo od Pana z firmy idzie dużo, idzie dużo towaru, tak?"
"23:31","Mowca 2","I zażyczy sobie na przykład, żeby Pan przesłał dodatkowe testy, musi Pan je przesłać w ciągu z góra trzech dni, ale jeśli na przykład tego towaru idzie dużo i te testy są coś nie tak, to może być tak, że trzeba do Pana przyjechać na audyt wewnętrzny i Pan musi cały zakład pokazać, jeśli Pan chce nadal dostarczać."
"23:48","Mowca 2","W momencie, kiedy ma Pan certyfikat BRC, to po prostu to się odbywa na zasadzie, że my pokazujemy Pana certyfikat i się kończy temat."
"23:57","Mowca 2","Bo to jest, jest Pan kwalifikowanym dostawcą."
"24:01","Mowca 2","I teraz jest prosta rzecz, że wybierając dostawcę drobiu, ja mam zakład produkcji żywności gotowej, mrożonej czy świeżej, to warunkiem wybrania dostawcy drobiu, to przede wszystkim pierwszy punkt to jest taki, czy ma pan certyfikat czy nie."
"24:19","Mowca 2","Bo jeśli ja wybiorę dostawcę drobiu, firmę sobie wybiorę z Podparzęczewa, która ma tani drób, ale nie ma certyfikatu, to mi to jest pod diabła taki dostawca, jak ja muszę na audycie pokazać wszystkie dokumenty zakupu drobiu, a on nie ma żadnej certyfikacji, i audytor powie, panie kochany, to jest dostawca niecertyfikowany, to trzeba teraz wynająć firmę, jechać do niego na audyt wewnętrzny, a jak ten audyt wewnętrzny, nie daj Panie, tam nie pójdzie, no to co, zostaje Pan bez dostawcy, to audytor mówi, to niech Pan sobie lepiej poszuka dostawcy certyfikowanego, który okazuje się certyfikatem."
"24:59","Mowca 2","I prezes firmy stoi, prezes firmy to wszystko słucha i prezes firmy wychodzi, Więcej mi stamtąd nic nie bierzcie, tylko szukaj, szukaj dostawców, żeby był certyfikat w WLC."
"25:10","Mowca 2","Krótka piwka."
"25:10","Mowca 1","Krótki się otwierają, no i to jest też wizerunek firmy."
"25:13","Mowca 1","Dzisiaj wszyscy, którzy mają certyfikat, to wchodzi się na stronę, jest ten dział jako"
"25:17","Mowca 2","kontakt, produkcja, dział jakości, od razu certyfikat."
"25:20","Mowca 2","My do państwa nawet nie dzwonimy, tylko wy macie na stronie rzucony certyfikat, wy nie wiecie, my sobie ściągamy rzucony certyfikat, koniec tematu."
"25:28","Mowca 1","I tak ci, co poszukują dostawców, to wchodzą tylko na strony, tak?"
"25:31","Mowca 1","Bo na stronach hotelów są certyfikaty, tak?"
"25:32","Mowca 2","I teraz jest drugie, drugie dno sprawy, bo Pan ma zakład, na przykład zrobi Pan go technicznie sobie ładnie, tak?"
"25:40","Mowca 2","I przychodzą Panu pytania przed audytem, czy w trakcie audytu, w trakcie audytu w firmie, że proszę przesłać test specyfikacje, proszę przesłać test identyfikowalności wstępujący, wstępujący dla tych, dla tych produktów, I teraz się często tak zdarza, że po prostu no wy nie jesteście na przykład w stanie tych dokumentów dosłać, tak?"
"26:05","Mowca 2","I w tym momencie jest tak niezręczna sytuacja, no audytor mówi, no to wy musicie w typie pilnym zaprzestać zakaz dostaw od tej firmy."
"26:14","Mowca 2","A teraz wy na przykład mając zrobiony BRC, no to macie te wszystkie rzeczy udokumentowane, Znaczy mają zrobione PLC, a nie certyfikowane, to wy te wszystkie rzeczy macie udokumentowane, przesyłacie je w 10 minut, tak?"
"26:28","Mowca 2","Bo jeśli macie certyfikat, to nie przesyłacie nic, tylko sam certyfikat i was nic nie interesuje i nikt was do was nie przyjedzie."
"26:35","Mowca 2","Kolejna rzecz, wchodząc do sieci, składając ofertę sieciową, jeśli podajecie numer certyfikatu, zawsze taka oferta jest rozpatrywana w pierwszej kolejności."
"26:45","Mowca 2","Kolejna rzecz, jeśli dochodzi do współpracy i przyjeżdża kupiec i ma dojść do jakiejkolwiek współpracy, to po rozmowach kupieckich przeważnie jest tak, że firma musi przekierować do was audyt wewnętrzny."
"26:57","Mowca 2","Jeśli macie certyfikat, nie przyjeżdża do was audyt."
"27:00","Mowca 3","Nie przyjeżdża wtedy."
"27:01","Mowca 2","Trzeba byłoby zadać pytanie, może najlepiej, to tym wszystkim ludziom, którzy czekają, tym wszystkim firmom, którzy czekają w kolejce do certyfikacji, zadać pytanie jednostkom certyfikującym, które się bardzo, bardzo, bardzo rozbudowują i rozwijają, tak?"
"27:24","Mowca 2","No bo jeśli by na to nie było popytu, no to oni by nie mieli pracy."
"27:29","Mowca 2","A tu wygląda to w tej chwili tak, że ja już z kilkumiesięcznym wyprzedzeniem muszę rezerwować terminy audytów certyfikujących, tak?"
"27:39","Mowca 2","Także też chyba coś w tym jest, że po prostu idziemy wszyscy w tym kierunku."
"27:47","Mowca 2","Bynajmniej ten rynek dzieli się dzisiaj na dwa typy klientów."
"27:53","Mowca 2","Tych, którzy się rozwijają, są więksi i mają certyfikat i tych, którzy się nie rozwijają i się już nie rozwiną i nie mają tego certyfikatu, no bo zostają przyblokowani po prostu, tak?"
"28:06","Mowca 3","No, rozumiem."
"28:08","Mowca 3","Dobra, to tak naprawdę po tej rozmowie, ja jeszcze z Wysoką Sobą porozmawiamy, żeby już was nie ociągać, bo z jedną jeszcze filmem rozmawiamy i mi się wydaje, że trzeba podjąć decyzję, czy w ogóle w jakąś idziemy, czy na razie pauzujemy z tym."
"28:24","Mowca 3","Powiedziałem, dla mnie największym Tutaj nie wiadomo jest czy tak naprawdę, muszę podczas wykonać bardzo dużo telefonów w ciągu tego tygodnia, porozmawiać z lidlami, z niezlidlami, zobaczyć ile jest zainteresowanych."
"28:38","Mowca 3","Może i nawet do środy mi się uda, bo już tak mam do każdego kontakt i zobaczyć."
"28:44","Mowca 3","Czy będzie ten?"
"28:45","Mowca 3","I na pewno byśmy chcieli też ostatecznie, czy przy tej ofercie zostajecie, czy coś tam jeszcze powalczymy o jakąś niższą cenę?"
"28:53","Mowca 2","To jest bardzo proste rozwiązanie, że jeśli Pan do mnie zadzwoni, mówi, że robimy projekt, robimy PRC, to nie ma czegoś takiego, panie serwisze, jak szczytna cena, tylko my usiądziemy i się dogadamy."
"29:06","Mowca 3","Dobra."
"29:07","Mowca 2","Tylko to muszą być wasze decyzje, że wchodzimy, zaczynamy."
"29:11","Mowca 2","Ja wtedy przesyłam pan proste, ludzkie, czytelne umowy, że bez pomocy prawnika, bo tam jest sposób prosty, czysty i oczywisty, napisane bez kruczków i małych liter, pan sobie to na pracę, bo jeszcze w tym wszystkim, co jest najważniejsze, że z naszej praktyki, i co my wiemy, że wy musicie patrzeć nie na to, co wy macie dzisiaj, czy wam ten certyfikat jest potrzebny, czy nie, dzisiaj."
"29:43","Mowca 2","tylko wy musicie na to patrzeć bo jak przyjedzie do was za 5 miesięcy kupiec i powie proszę państwa wchodzicie sobie do Lidla z świadkami czy z tym czy z tym tylko i macie uzgodnione ceny i dostawy i na magazyn centralny wchodzicie i mi w piątek wieziecie 3-4 zestawy samochodów tylko musicie mi przysłać certyfikat BRC to pan do mnie dzwoni kiedy będzie certyfikat?"
"30:12","Mowca 2","za 7-8 miesięcy i w tym momencie ma pan ustalone rozmowy handlowe, macie wejście na magazyn, macie dograne ceny i w tym momencie nie macie nic."
